16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลความปลอดภัย,การควบคุมและดูแลระหว่างงาน,ดูแลและตรวจสอบความปลอดภัยระหว่างงาน รวมถึงการตอบสนองต่อสถานการณ์ฉุกเฉิน,In Progress,0ecd55da-0421-47c3-a357-d530a7e79600
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,การจัดการกับการติดต่อและแนะนำ,จัดประชุมกับทีมงานเพื่อรับข้อมูลเกี่ยวกับการติดต่อและแนะนำตามทางเข้างาน เช่น วิธีการตอบคำถามหรือการช่วยเหลือผู้เข้าชมที่มีคำถามหรือข้อร้องเรียน,In Progress,d121822b-20d1-4487-9a1b-3878e0496322
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,การจัดการกับสถานการณ์ฉุกเฉิน,จัดการประชุมเพื่อออกแบบแผนการจัดการกับสถานการณ์ฉุกเฉินที่อาจเกิดขึ้นในงาน รวมถึงการให้ความรู้และคำแนะนำให้กับสตาฟเกี่ยวกับขั้นตอนการปฏิบัติในกรณีฉุกเฉิน,In Progress,ac9f2469-6a17-4051-bfd9-9cc96077f28e
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,การจัดการบูธระหว่างงาน,ดูแลและบริหารจัดการบูธระหว่างงาน รวมถึงการจัดกิจกรรมและการสื่อสารกับผู้เยี่ยมชม,In Progress,1e8c4287-5df3-471f-ac8e-2d8140936c5c
2255983a-080e-49fb-ae25-8fb5c528615d,สตาฟดูแลผู้เข้าร่วม,การดูแลและควบคุมการปฏิบัติตามแผน,ทีมสตาฟจะดูแลและควบคุมการปฏิบัติตามแผนที่ได้สอนและสร้างทักษะของผู้เข้าร่วม รวมถึงการตอบสนองต่อความต้องการและการแก้ไขปัญหา,In Progress,45b5a5d9-63c1-4071-b5ad-8938f0623bd9
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมดูแลความปลอดภัย,การดูแลและควบคุมความปลอดภัยระหว่างงาน,ในงานนี้//comma// ทีมดูแลความปลอดภัยจะดูแลและควบคุมความปลอดภัยระหว่างงาน//comma// รวมถึงการตอบสนองต่อสถานการณ์ฉุกเฉินและการสื่อสารความปลอดภัยให้กับผู้เยี่ยมชม,In Progress,d0eafa02-058f-4cc5-aa8e-e49c14787807
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมจัดบูธ,การดูแลและจัดการบูธระหว่างงาน,ทีมจัดบูธจะดูแลและจัดการบูธระหว่างงาน//comma// รวมถึงการจัดกิจกรรมสร้างสรรค์และการแสดงสินค้า,In Progress,7b4be1cd-282b-4c1d-aed6-a72426d0f754
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลทางเข้างาน,การดูแลและดูแลงานระหว่างงาน,มีประชุมประจำเพื่อติดตามและดูแลงานระหว่างงาน แก้ไขปัญหาและให้ความช่วยเหลือตามที่จําเป็น,In Progress,16ba706e-a95d-4396-b1e6-26701b840270
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,การตรวจสอบการเชื่อมต่อและการไฟฟ้า,ตรวจสอบระบบการเชื่อมต่อและระบบไฟฟ้าที่เกี่ยวข้องกับทางเข้างาน เพื่อให้แน่ใจว่าทุกอุปกรณ์ที่ใช้งานที่ทางเข้าทำงานได้อย่างถูกต้อง,In Progress,2b63811d-26c8-43b7-8811-af02a54daff4
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลทางเข้างาน,การตรวจสอบทางเข้าและส่วนบริเวณโซนการจองบูธ,ตรวจสอบและเข้าร่วมประชุมเพื่อกำหนดการจัดเรียงบูธและพื้นที่ในงาน,In Progress,ab17a322-91b0-49f6-91d4-af9adfccd5bf
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,การตรวจสอบสภาพแวดล้อม,ก่อนเริ่มงาน//comma// สตาฟความปลอดภัยควรทำการตรวจสอบสภาพแวดล้อมรอบบูธเพื่อระบุปัจจัยความปลอดภัยเช่นพื้นผิวขาดซึม//comma// การเสี่ยงในการเกิดสิ่งไม่คาดคิด//comma// และอื่น ๆ ที่อาจเป็นอันตราย,In Progress,c3171fe7-6bad-4f47-b362-5c8a0569b892
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,การตรวจสอบและจัดระเบียบการจราจร,ตรวจสอบแผนการจราจรและจัดระเบียบการจราจรรอบทางเข้างาน รวมถึงการเตรียมสัญญาณและบอกทางเพื่อช่วยผู้เข้าชมหาทางเข้างานได้อย่างรวดเร็วและปลอดภัย,In Progress,04add155-5ff3-47b5-a3e1-ee527c5cc90e
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,การตรวจสอบและตรวจสอบอุปกรณ์ป้องกันการบาดเจ็บ,ก่อนเริ่มงาน//comma// สตาฟความปลอดภัยควรทำการตรวจสอบและตรวจสอบอุปกรณ์ป้องกันการบาดเจ็บเพื่อให้แน่ใจว่ามีอุปกรณ์ที่จำเป็นให้แก่พนักงานและผู้เข้าชมบูธ,In Progress,7325a0f1-457a-4cfd-9765-b43a746e584d
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมดูแลความปลอดภัย,การตรวจสอบและประชุมการควบคุมความปลอดภัย,ในงานนี้//comma// ทีมดูแลความปลอดภัยจะตรวจสอบการควบคุมความปลอดภัยในงานและจัดประชุมเพื่อพิจารณาปัญหาและข้อมูลความปลอดภัย และปรับปรุงแผนความปลอดภัยตามต้องการ,In Progress,17e936ad-c27a-4490-a75b-7ea2d2b51302
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมดูแลความปลอดภัย,การตรวจสอบและประชุมสรุปความปลอดภัย,ในงานนี้//comma// ทีมดูแลความปลอดภัยจะตรวจสอบความปลอดภัยหลังจากงานและจัดประชุมสรุปผลและรีวิวความปลอดภัย รวมถึงการจัดการข้อมูลความปลอดภัย,In Progress,e10ffab7-befb-494d-96a1-19daa5e26a65
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลความปลอดภัย,การตรวจสอบและอบรมพนักงาน,ตรวจสอบความปลอดภัยที่บูธและพื้นที่งาน รวมถึงการจัดการการอบรมพนักงานเรื่องความปลอดภัย,In Progress,3bf75643-9f20-48a3-a34e-43d2bebbe399
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมจัดบูธ,การติดตั้งและสร้างบูธ,ในงานนี้//comma// ทีมจัดบูธจะสร้างและติดตั้งบูธในสถานที่งาน รวมถึงการตรวจสอบระบบไฟฟ้าและการสื่อสาร และการปรับปรุงบูธตามจำเป็น,In Progress,02cee920-bcc7-4a57-89db-d265aaf99c50
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมจัดบูธ,การถอดบูธและทำความสะอาด,ในงานสุดท้าย//comma// ทีมจัดบูธจะถอดบูธและทำความสะอาดพื้นที่ที่ใช้งาน รวมถึงการบันทึกการจัดบูธเพื่อใช้ในงานอนาคต,In Progress,1d0bb902-324b-48e7-b922-bde2d2c8c650
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,การทำความสะอาดบูธและหลังจบงาน,ทำความสะอาดบูธ หลังจบงานแล้วหรือหลังจบในแต่ละวัน ตามตวามเหมาะสม,In Progress,1550547a-1036-4cbd-8505-f8563be9c97a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,การทำแผนการออกแบบบูธที่ปลอดภัย,ร่วมกับทีมงานที่จัดการบูธเพื่อออกแบบและจัดวางบูธที่ปลอดภัย รวมถึงการใช้ทางออกและเส้นทางในกรณีฉุกเฉิน และการจัดวางอุปกรณ์และวัสดุที่ป้องกันการบาดเจ็บ,In Progress,9dacc06c-16b5-4f22-b10e-ab25c89dba24
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,การปฏิบัติฝึกงานและประชุมทำความเข้าใจ,การนำผู้เรียนไปฝึกงานที่สถานที่จริงเพื่อให้พัฒนาทักษะการปั้นเซรามิก และการประชุมเพื่อทำความเข้าใจและแสดงผลงาน,In Progress,9961ae4c-3d8f-4870-82ab-c466c0a5f91b
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมจัดบูธ,การประชุมรีวิวและปรับปรุง,ในงานนี้//comma// ทีมจัดบูธจะประชุมรีวิวความสำเร็จและปัญหาที่เกิดขึ้นระหว่างงาน และปรับปรุงบูธตามความต้องการ,In Progress,3b0bdb59-89b2-4d44-bd87-38a306405971
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลความปลอดภัย,การประชุมสรุปความปลอดภัย,ประชุมสรุปความปลอดภัยหลังจากจบงานและรีวิวข้อมูลเพื่อปรับปรุงแผนการป้องกันและการจัดการความปลอดภัยในครั้งถัดไป,In Progress,e19b0d94-91e9-4856-a910-89c3f2711baa
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,การประชุมสรุปและการวิเคราะห์ผล,ประชุมสรุปผลงานและวิเคราะห์ผลการจัดบูธ รวมถึงการเก็บข้อมูลเพื่อการปรับปรุงงานในครั้งถัดไป,In Progress,4da75b83-c47c-411c-a413-387b4fba0b4e
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลความปลอดภัย,การประชุมสรุปและการสื่อสารกับผู้เยี่ยมชม,ประชุมสรุปความปลอดภัยกับผู้เยี่ยมชมและสื่อสารข้อมูลเกี่ยวกับความปลอดภัยในงาน,In Progress,b963b63b-659f-421b-9169-dd3c2c1c52a8
2255983a-080e-49fb-ae25-8fb5c528615d,สตาฟดูแลผู้เข้าร่วม,การประชุมสรุปและการแสดงผลงาน,ในงานสุดท้าย//comma// ทีมสตาฟจะจัดการประชุมสรุปผลงานและรีวิวผลงานที่สร้างขึ้นโดยผู้เข้าร่วม รวมถึงการแสดงผลงานในงานแสดงสินค้า,In Progress,e3fb34cb-a4d7-411f-b976-0e0a819b52d5
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,การประชุมสรุปและรีวิว,การประชุมสรุปผลงานและรีวิวทักษะที่ได้รับในการปั้นเซรามิก และการกำหนดแผนการปรับปรุงในครั้งถัดไป,In Progress,f6ab90e4-5695-435c-8248-4105a25f1d4f
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,การประชุมเริ่มต้นการจัดบูธ,ประชุมเริ่มต้นเพื่อกำหนดเป้าหมายของการจัดบูธ และแผนการทำงานรายละเอียด รวมถึงการกำหนดงบประมาณและการวิเคราะห์ตลาด,In Progress,8d35121d-013b-4111-a73e-908b21b42243
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลทางเข้างาน,การปิดงานและตรวจสอบสถานที่,ประชุมสุดท้ายเพื่อตรวจสอบระบบการจัดแสดงและการทำความสะอาดสถานที่หลังจากงาน,In Progress,dfe4f6de-a453-4343-9ff2-9a9ba00d5b53
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมดูแลความปลอดภัย,การฝึกอบรมและการประชุมสรุปทักษะ,ในงานสุดท้าย//comma// ทีมดูแลความปลอดภัยจะจัดการฝึกอบรมเรื่องความปลอดภัยและสร้างทักษะความปลอดภัยให้กับทีมและพนักงานที่เข้าร่วมงาน และจัดประชุมสรุปความสำเร็จและปัญหาที่เกิดขึ้นในงาน,In Progress,c221e233-80dc-4ea7-96e8-87275a289618
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลความปลอดภัย,การวางแผนความปลอดภัย,ประชุมเริ่มต้นเพื่อวางแผนความปลอดภัยทั้งหมด รวมถึงการกำหนดแผนการป้องกันอุบัติเหตุและการจัดการฉุกเฉิน,In Progress,120be012-1a0f-4f9a-b99f-246e671e77dd
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมดูแลความปลอดภัย,การวางแผนความปลอดภัยและประชุมเริ่มต้น,ในงานนี้ ทีมดูแลความปลอดภัยจะเริ่มต้นด้วยการวางแผนความปลอดภัยในงานหนังสือ รวมถึงการประชุมเริ่มต้นเพื่อกำหนดเป้าหมายความปลอดภัย//comma// การวิเคราะห์ความเสี่ยงและการตรวจสอบแผนการป้องกันอุบัติเหตุ,In Progress,45baeacc-c65c-4c82-9dd8-b3f6ae86eb9c
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมจัดบูธ,การวางแผนและออกแบบบูธ,ในงานนี้//comma// ทีมจัดบูธจะทำการวางแผนและออกแบบบูธ โดยรวมถึงการกำหนดโครงสร้างและเครื่องมือที่จำเป็น//comma// การเลือกวัสดุและการจัดตำแหน่งสินค้าหนังสือในบูธ,In Progress,a4761e60-e6d5-40fc-a0e3-7e4ceac1928e
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,การสรุปความปลอดภัยของทางเข้า,จัดการประชุมเพื่อสรุปรายละเอียดที่เกี่ยวข้องกับการรักษาความปลอดภัยที่ทางเข้างาน รวมถึงการตรวจสอบการปฏิบัติตามมาตรฐานความปลอดภัยและการสรุปขั้นตอนการรับมือกับสถานการณ์ฉุกเฉินที่อาจเกิดขึ้น,In Progress,b5184c89-cb55-43a8-aa7c-b971f0e0ed12
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,การสรุปแผนการประชุมสถานที่,จัดประชุมกับทีมงานเพื่อสรุปแผนการที่เกี่ยวข้องกับการจัดตรงนที่งาน รวมถึงการจัดวางที่จอดรถและทางเข้าเพื่อให้มีความเรียบร้อยและปลอดภัย,In Progress,83b26666-dd6a-4845-bf55-2183d88c27fe
2255983a-080e-49fb-ae25-8fb5c528615d,สตาฟดูแลผู้เข้าร่วม,การสอนการทำเทียนหอม,ในงานนี้//comma// ทีมสตาฟจะสอนการทำเทียนหอมและการใช้เทคนิคที่เกี่ยวข้อง รวมถึงการใส่สีและการตกแต่งเทียนหอม,In Progress,2471f331-7f60-4da9-b20d-d5b3a26e48eb
2255983a-080e-49fb-ae25-8fb5c528615d,สตาฟดูแลผู้เข้าร่วม,การสอนทฤษฎีและเทคนิคการปั้นดินสี,ในงานนี้//comma// ทีมสตาฟจะสอนทฤษฎีและเทคนิคการปั้นดินสีแก่ผู้เข้าร่วม รวมถึงการสร้างรูปพื้นฐานและการเพิ่มความสามารถในการปั้น,In Progress,023342d7-6df2-479a-a179-438bce0ff80e
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,การสาธิตเทคนิคการปั้นเซรามิก,การสาธิตเทคนิคการปั้นเซรามิกเช่นการสร้างรูปร่างพื้นฐาน//comma// การเปียก//comma// และการพับแบบ,In Progress,1f458acf-53cf-44a4-b117-2651e48a74ee
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,การอบรมความปลอดภัย,จัดการอบรมความปลอดภัยเพื่อสอนพนักงานและบุคลากรในบูธเกี่ยวกับมาตรฐานความปลอดภัยของงาน รวมถึงการใช้อุปกรณ์ป้องกันการบาดเจ็บและการใช้เครื่องมือต่าง ๆ อย่างถูกต้อง,In Progress,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,การอบรมเรื่องการปั้นเซรามิกขั้นสูง,การอบรมเรื่องการปั้นเซรามิกขั้นสูงเช่นการสร้างงานศิลปะเซรามิก//comma// การใช้เทคนิคขั้นสูงในการปั้นเซรามิก//comma// และการสร้างงานศิลปะเซรามิกที่ซับซ้อน,In Progress,738a4f3c-a6d3-4f10-a3f6-509dea0c9ace
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,การแนะนำและบรรยายเรื่องเบื้องต้น,ในงานนี้//comma// การนำเสนอเรื่องเบื้องต้นเกี่ยวกับการปั้นเซรามิก เช่น วิธีการใช้วัสดุ//comma// เทคนิคการปั้นพื้นฐาน//comma// และความปลอดภัยในการใช้งาน,In Progress,78120a2c-1cde-4b5d-8377-9af37c4087a6
2255983a-080e-49fb-ae25-8fb5c528615d,สตาฟดูแลผู้เข้าร่วม,การแนะนำและสัมมนาเรื่องศิลปะและวัสดุพื้นฐาน,ในงานนี้//comma// ทีมสตาฟจะจัดการแนะนำและจัดสัมมนาเพื่อพูดเรื่องศิลปะและวัสดุพื้นฐานที่ใช้ในการปั้นดินสีและทำเทียนหอม รวมถึงการอธิบายกระบวนการพื้นฐาน,In Progress,61b7352b-7546-48ef-9bb5-7f7730bb5c3c
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลทางเข้างาน,ประชุมงานก่อนถึงวันงาน,ประชุมครั้งแรกเพื่อวางแผนที่ลำดับแต่งทางเข้าและลําดับเวลาที่ต้องการสำหรับงาน,In Progress,0f0de60f-685f-432b-9280-dfd563a8e437
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลทางเข้างาน,วันงานแรก,การเข้าร่วมงานแรกเพื่อตรวจสอบการติดตั้งและการจัดวางบูธ,In Progress,b8761f49-fc8f-4152-9712-1155c609d30b
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ออกแบบและสร้างบูธ,วางแผนและออกแบบบูธ รวมถึงการควบคุมกระบวนการการสร้างบูธ การเชื่อมต่อสินค้าและการติดตั้งสินค้า,In Progress,9ce08efa-d1d1-43d1-a7e1-50b14499dd5f
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,การตรวจสอบสถานที่งาน,ในวันก่อนงาน//comma// สตาฟสามารถทำการตรวจสอบสถานที่งานเพื่อตรวจสอบว่าทุกสิ่งพร้อมสำหรับงาน อาทิ การตรวจสอบการเชื่อมต่อไฟฟ้าและอุปกรณ์เทคนิคที่ใช้ในบูธ,Ended,87efb63b-d1f2-483a-b3e1-fff5e1c3c645
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,การประชุมกับผู้ร่วมงาน,จัดประชุมออนไลน์หรือหน้าหน้ากับผู้ร่วมงานที่มีส่วนได้ส่วนเสียในการจัดบูธ รวมถึงผู้ผลิตและผู้จัดจ้างบูธ ในการประชุมนี้//comma// สามารถพูดคุยเกี่ยวกับรายละเอียดที่เกี่ยวข้องกับการติดตั้งและการจัดวางบูธ,Ended,05248428-9503-46ec-8083-86fa6c34ce01
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,การสรุปรายละเอียดการติดตั้ง,ในวันที่บูธต้องการติดตั้ง//comma// จัดประชุมสุดท้ายเพื่อสรุปรายละเอียดการติดตั้งอีกครั้ง แนะนำให้ทุกคนเข้าใจแผนการและรายละเอียดที่เกี่ยวข้องกับการติดตั้งอุปกรณ์และวัสดุต่าง ๆ ในบูธ,Ended,04e0f78d-7f91-4973-836d-e89b312dcf3f
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,การสรุปแผนบูธ,จัดประชุมทางวิดีโอเพื่อสรุปแผนที่เกี่ยวข้องกับการเตรียมบูธ โดยรวมถึงการจัดวางแผนการจัดบูธและระยะเวลาการเตรียมบูธ. ในการประชุมนี้//comma// สตาฟสามารถรับข้อเสนอแนะและแก้ไขแผนตามความจำเป็น,Ended,ab3481d7-89f9-48b4-8960-f3d08dc9b2ba
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,การอบรมและการประชุมกับทีมงานบูธ,จัดการอบรมหรือประชุมกับทีมงานบูธเพื่อแนะนำและอธิบายเกี่ยวกับการดำเนินการในวันงาน รวมถึงการจัดวางและการเตรียมงานเพื่อให้ทุกคนเข้าใจและรู้ว่าทำอะไรในวันงาน,Ended,6ea69cb6-3c24-4f69-9a41-ff0ec59915fe
